"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"17","national","Aadhaar helpful for welfare but need to examine misuse: SC","While hearing a petition against Aadhaar, the Supreme Court on Tuesday said that Aadhaar has helped in a ""citizen-centric delivery of services"", but there is a need to examine the scope for misuse of data collected. Adding that profiling of people and their private affairs cannot be allowed, it praised Aadhaar for ""ensuring that social welfare benefits reached the deserving"".","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517372626163_968.jpg?resize=400px:*","https://www.hindustantimes.com/india-news/sc-questions-balance-between-linking-of-aadhaar-welfare-schemes-protecting-data/story-gHQC7xnW9rztysNlSgSpVO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","iizlcmfd-1"
"18","national","8-month pregnant woman's body parts found in 2 gunny bags","Chopped body parts of an unidentified 8-month pregnant woman were found in two gunny bags in Hyderabad on Tuesday. A senior police official said that one bag was stuffed with her severed head and hands, while another contained the torso. The police also said that the woman seemed to hail from either UP, Bihar, or Odisha according to her attire.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517386306382_897.jpg?resize=400px:*","http://www.timesnownews.com/india/article/hyderabad-kondapur-ranga-reddy-district-gachibowli-india-pregnant-woman-chopped-body-gunny-bags-crime-news-today/194063?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","iizlcmfd-1"
"19","national","Rival college groups vandalise station for route supremacy","Rival students from two colleges in Chennai allegedly vandalised the Pattaravakam railway station while trying to establish supremacy over the train route. The students were brandishing knives and sickles, and injured three people, reports said. While one student has been arrested by the railways police, the city police has launched a search group to nab the others. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517384243968_345.jpg?resize=400px:*","https://www.thenewsminute.com/article/brandishing-knives-sickles-rival-college-students-vandalise-chennai-railway-station-75643?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","iizlcmfd-1"
"20","national","15-year-old girl kidnapped 2nd time in two months in Bihar","A 15-year-old girl was allegedly kidnapped for the second time in two months from a village in Bihar’s West Champaran on Monday by a man who wanted to marry her and two accomplices. The mother claimed the men barged into her house and kidnapped her daughter at gunpoint. The same men had allegedly kidnapped her in December, 2017.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517389440048_660.jpg?resize=400px:*","https://www.hindustantimes.com/patna/15-year-old-bihar-girl-kidnapped-second-time-in-two-months/story-ya0wlWSI0BmrFfIAIpNE8N.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","iizlcmfd-1"
"21","national","Lady loses baby as doctors didn't know she was carrying twins","A woman lost one of her twins while giving birth at a Gurugram government hospital since doctors thought she was having only one child, reports said. The doctors safely delivered a girl, and found another foetus 20 minutes later after she began experiencing labour pains. The doctors claimed ultrasound tests done by a private clinic had not mentioned twins. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517382391694_974.jpg?resize=400px:*","https://www.hindustantimes.com/gurgaon/baby-dies-in-sohna-hospital-as-doctors-clueless-about-mother-carrying-twins/story-WFXbLAaWT8nMydRGUOBH6M.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","iizlcmfd-1"
"22","national","Govt proposes 'Singapore Model' to counter radicalisation","The Centre has proposed the adoption of the 'Singapore Model' to counter Islamic radicalisation of youth. Under this, there would be a religious rehabilitation mechanism with help from popular scholars and community leaders, instead of an extended criminal trial for the radicalised youth. It also suggested ""involvement of a dedicated ministry for dissemination of effective counter narratives"".\n","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517376472350_527.jpg?resize=400px:*","http://www.timesnownews.com/india/article/central-government-singapore-model-india-radicalised-youth-uttar-pradesh-kerala/194055?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","iizlcmfd-1"
"23","national","Neither families nor govt interested in widows' welfare: SC","Slamming the Centre for not taking necessary steps for welfare of widows, the Supreme Court on Tuesday said that neither their families nor the Centre wants to look after them. ""Have you seen the plight of these widows? What are we supposed to do?"" the court questioned. It also asked the Centre to respond to a report on their condition.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517374845997_956.jpg?resize=400px:*","https://www.indiatoday.in/pti-feed/story/nobody-interested-about-welfare-of-widows-neither-families-1157829-2018-01-30?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","iizlcmfd-1"
"24","national","Pak must not misinterpret India’s decency: Rajnath Singh","Referring to recent ceasefire violations between India and Pakistan, Home Minister Rajnath Singh said that Pakistan should not misinterpret India's ""decency"". Adding that India was now a powerful country, Singh said, ""Not saying much, I just want to say our politeness and decency has a limit and we want to maintain good relations with all and also with our neighbours.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517369294199_623.jpg?resize=400px:*","https://www.hindustantimes.com/india-news/rajnath-singh-on-ceasefire-violations-pakistan-must-not-misinterpret-india-s-decency/story-JfM3Mjh2G3090HNa3zMptI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","iizlcmfd-1"
"25","national","VHP to hold Tiranga Yatras in UP to protest Kasganj clashes","The Vishva Hindu Parishad (VHP) has said that it will hold Tiranga Yatras in Uttar Pradesh's Agra, Aligarh, and Bareilly to protest the violence which broke out in Kasganj on January 26. The clashes had broken out after a group of bikers holding an unauthorised 'Tiranga Yatra' were allegedly attacked by members of another community. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517373590312_867.jpg?resize=400px:*","http://www.india.com/news/india/kasganj-violence-vhp-to-hold-tiranga-yatra-in-agra-today-2870503/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","iizlcmfd-1"
"26","national","Passports to remain valid address proof","Passports will remain a valid address proof in India after the Ministry of External Affairs on Tuesday reversed its decision to not print the passport holder's address on the last page of the booklet. Following a review meeting chaired by External Affairs Minister Sushma Swaraj, the Ministry also reversed its decision to issue orange-coloured passports to people requiring emigration checks.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517323980893_737.jpg?resize=400px:*","https://www.hindustantimes.com/india-news/govt-reverses-decision-to-issue-orange-coloured-passports-remove-last-page-of-document/story-lb9EYDCTeu03dl5q7ppecP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"27","national","Government reverses plan to issue orange-coloured passport","The government has reversed its decision to issue orange-coloured passports to people requiring emigration check amid criticism that it might lead to discrimination and segregation. The orange passports identify people who don't file taxes and are not educated beyond Class 10. This comes after the Kerala High Court issued a notice to the Centre over a plea challenging the proposal.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517324074432_511.jpg?resize=400px:*","https://www.hindustantimes.com/india-news/govt-reverses-decision-to-issue-orange-coloured-passports-remove-last-page-of-document/story-lb9EYDCTeu03dl5q7ppecP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"28","national","Independent India's first Budget only covered 7.5 months","The first Budget of Independent India only covered seven and a half months from August 15, 1947, to March 31, 1948. It was presented by the first Finance Minister RK Shanmukham Chetty on November 26, 1947. It was the first Union Budget wherein it was decided that both India and Pakistan would share the same currency till September 1948.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517323790257_148.jpg?resize=400px:*","http://www.ibtimes.co.in/budget-2017-did-you-know-budget-was-presented-usually-5-pm-till-vajpayee-government-did-away-it-714257?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"29","national","Withdraw FIR against Army or will topple govt: Swamy to J&K","After an FIR was filed against the Army over the killing of two Jammu and Kashmir civilians, BJP leader Subramanian Swamy warned that the state government would be toppled if it doesn't withdraw the complaint. ""Why are we even running that government?"" he questioned. The Army said it had opened fire at the mob in self-defence.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517323862290_261.jpg?resize=400px:*","https://twitter.com/ANI/status/958240411654422528?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"30","national","Sonia continues to be UPA Chairperson: Veerappa Moily","Senior Congress leader Veerappa Moily on Tuesday said that Sonia Gandhi continues to serve as the Chairperson of the UPA, adding that she has the capability to pull the allies together. Sonia served as the Congress President for 19 years and was succeeded by her son Rahul in December. The Opposition is uniting to fight against the BJP, Moily added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517334207327_498.jpg?resize=400px:*","https://www.hindustantimes.com/india-news/sonia-continues-to-be-upa-chairperson-as-she-can-pull-allies-together-veerappa-moily/story-dJ07iwjDhvIKZxYfQHKQbP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"31","national","Prez clears bill giving SC, HC judges 200% salary hike","President Ram Nath Kovind has cleared a bill giving Supreme Court and High Court judges a salary hike of nearly 200%. While the monthly salary for SC judges has been raised from ₹90,000 to ₹2.50 lakh, the salary for HC judges has been increased from ₹80,000 to ₹2.25 lakh. The hike is in accordance with the Seventh Pay Commission recommendations.  ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517326991311_642.jpg?resize=400px:*","https://www.hindustantimes.com/india-news/supreme-court-high-court-judges-get-nearly-200-salary-hike/story-sRMnVUhOLqAgXJaVOf0VcN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"32","national","Delhi to end free parking in residential areas","The Delhi government on Monday announced a new parking policy under which parking on streets and lanes of residential areas will not be free anymore. The civic bodies have been asked to formulate 'area parking plans' in their zones within four months. The minimum parking rates across Delhi will be fixed at a base price and be revised every year. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517307049861_491.jpg?resize=400px:*","https://www.hindustantimes.com/delhi-news/delhi-parking-charges-to-go-up-soon-end-to-free-parking-in-residential-areas-too/story-41vbGmdtYCHDKOQmOLl8TK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"33","national","India, Pakistan extend rail link for three years","India and Pakistan have extended an agreement on linking the two countries through Munabao-Khokhrapar rail line till January 31, 2021. The rail link, which connects Sindh and Rajasthan, is important for improving relations between the two countries, Pakistan's Foreign Office said. The decision comes amid the recent ceasefire violations along the border between the two countries.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517326896652_405.jpg?resize=400px:*","https://www.hindustantimes.com/world-news/pakistan-extends-munabao-khokhrapar-rail-link-for-three-years/story-6csUMoKAOuFYriRAiKvW3I.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"34","national","Govt official with ₹1L salary held with ₹60cr worth assets","A senior official of Visakhapatnam Urban Development Authority with a monthly salary of ₹1 lakh has been arrested after police raids revealed that he owned assets worth ₹60 crore. Officials also seized 2.7 kilograms of gold and 12.5 kilograms of silver. Pasuparthi Pradeep Kumar had joined service in May 1984 as a building inspector with a monthly salary of ₹1,300.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517312869381_597.jpg?resize=400px:*","https://www.hindustantimes.com/india-news/govt-official-who-had-silver-made-lamps-flats-land-arrested-for-corruption-andhra-police/story-jKzjmiFgfNCRpopmNwlTcM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"35","national","Government plans to abolish posts lying vacant for 5 years ","The central government is planning to abolish the several thousand posts that have been lying vacant for the past five years. The Finance Ministry has issued a memorandum asking all ministries and departments to identify such posts and submit a detailed report on the matter. The Home Affairs Ministry also extended the memorandum to its organisations, including the paramilitary forces. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517318366240_989.jpg?resize=400px:*","https://www.hindustantimes.com/india-news/govt-plans-to-abolish-posts-vacant-for-5-years/story-Rdj00Dpx1yDxe9Vl569PhO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"36","national","Fatwa issued against women watching men play football","A Lucknow cleric issued a fatwa saying that Muslim women should not watch men play football. Senior Darul Uloom cleric Mufti Athar Kasmi claimed that watching men ""playing with bare knees"" violated the tenets of Islam. ""Do you have no shame? Do you not fear God,"" he added, slamming men who allow their wives to watch football even on television.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517318877587_302.jpg?resize=400px:*","http://www.timesnownews.com/india/article/islam-india-darul-uloom-deoband-deoband-lucknow-uttar-pradesh-football-fatwa-soccer/193889?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"37","national","10 MLAs of ruling party in Nagaland resign from Assembly","Ten MLAs of the ruling Naga People's Front have resigned from the Nagaland Assembly as well as the party. This comes amidst growing calls to defer Assembly elections scheduled for February 27 until the Naga insurgency issue is resolved. This comes after political parties across Nagaland issued a joint declaration to not contest elections until the issue is resolved.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517329503055_782.jpg?resize=400px:*","https://www.northeasttoday.in/ten-npf-mlas-quit-nagaland-assembly/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"38","national","Tejashwi can't lead like Lalu: RJD leader after resigning","RJD leader Ashok Sinha on Tuesday resigned from the party, stating that jailed RJD supremo Lalu Prasad Yadav's son Tejashwi cannot lead the party like his father. ""RJD has become irrelevant in today's times, better to leave party respectfully than to waste time here,"" he added. Lalu was awarded a 5-year sentence in a fodder scam case earlier this month.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517308140544_479.jpg?resize=400px:*","https://twitter.com/ANI/status/958267395746889728?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"39","national","Bengaluru BJP to organise 24-hr 'yagna' for cow protection","The BJP will organise a 24-hour 'Go Raksha Asthayama Yagna' in Bengaluru on February 2, in a bid to promote the protection of cows across India. Cows need to be protected to strengthen the rural economy at the grassroots, BJP Cow Protection Cell officials said. The event will be followed by a 24-hour 'Akhanda Ramayana' programme.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517320893204_984.jpg?resize=400px:*","https://twitter.com/ANI/status/958320918614306816?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"40","national","Government to withdraw its plea to take over Unitech ","The government has informed the Supreme Court that it will withdraw its petition to take over the management of real estate company Unitech. The SC had earlier stayed a National Company Law Tribunal order allowing the Centre to take over Unitech's management. The tribunal had suspended all eight directors of Unitech over allegations of mismanagement and siphoning of funds.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517324090711_373.jpg?resize=400px:*","https://www.bloombergquint.com/law-and-policy/2018/01/30/government-to-withdraw-its-plea-to-take-over-unitech?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"41","national","Gandhi murder trial has not yet attained legal finality: PIL","A petitioner at the Supreme Court on Tuesday claimed that the trial which led to the execution of the two men accused of murdering Mahatma Gandhi has not yet attained ""legal finality"". The accused, who were hanged to death following a High Court order, could not approach a higher court as the SC was established 71 days after their death.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517333888039_146.jpg?resize=400px:*","https://www.hindustantimes.com/india-news/mahatma-gandhi-s-conspirators-hanged-even-before-murder-trial-attained-legal-finality-sc-told/story-NpeCyXS3ZGST76NfeabGVJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"42","national","Man killed, five injured during violent clashes in Amethi","A man was killed and five others were injured during violent clashes between two groups in Uttar Pradesh's Amethi on Tuesday. Police officials suspect the two groups were involved in an old family rivalry. Following the incident, shops were shut down in the area as angry locals took to the street and blocked the roads. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517309953019_211.jpg?resize=400px:*","https://twitter.com/ANINewsUP/status/958276036533264384?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"43","national","Polls a constitutional process: MoS on Nagaland poll boycott","Reacting to Nagaland parties boycotting Assembly polls until there is a resolution for the Naga insurgency issue, Minister of State Kiren Rijiju said that conducting a timely election is a constitutional process. Adding that the Centre is bound by the Constitution, he said, ""We believe that peaceful election in Nagaland will facilitate the ongoing peace talks and strengthen our commitment.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517307150574_563.jpg?resize=400px:*","https://www.hindustantimes.com/india-news/day-after-nagaland-parties-call-for-poll-boycott-rijiju-says-elections-a-constitutional-process/story-4l3v0uvjVSJd2oLAXDYx9M.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
"44","national","Delhi government to move SC over sealing drive","The Delhi government will move the Supreme Court seeking a stay on the ongoing sealing drive taking place across markets in the city, CM Arvind Kejriwal said on Tuesday. This comes after a meeting of BJP, AAP leaders to discuss the issue ended in a scuffle. The sealing drive was started on December 22 under an SC-appointed monitoring committee.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517326469856_761.jpg?resize=400px:*","https://www.hindustantimes.com/delhi-news/delhi-govt-to-seek-sc-stay-on-sealing-bjp-leaders-walk-out-of-kejriwal-s-house/story-GHKAkzxuNO8iU32D9QHkaI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","yjrazvk4-1"
