"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"11","entertainment","Actress Meryl Streep files request to trademark her own name","Oscar-winning actress Meryl Streep has filed an application requesting for her name to be trademarked with the US Patent and Trademark Office. She wants it to be trademarked for entertainment services, movie appearances, speaking engagements and autographs. Notably, Streep received her 21st Oscar nomination for 'The Post', breaking her own record as the most nominated actress in Oscars history.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517310102967_729.jpg?resize=400px:*","https://www.reuters.com/article/us-people-meryl-streep/meryl-streep-wants-to-trademark-her-own-name-idUSKBN1FI2QU?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"12","entertainment","Didn't call Deepika for casting of Beyond the Clouds: Majidi","'Beyond The Clouds' director Majid Majidi has said actress Deepika Padukone was not called for the casting of the film. Majidi added that he hopes to collaborate with her in the future. Earlier, there were reports that Deepika had auditioned for the sister's role, played by Malavika Mohanan in the film. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517332468046_155.jpg?resize=400px:*","http://www.koimoi.com/bollywood-news/did-not-call-deepika-padukone-for-the-casting-for-beyond-the-clouds-majid-majidi/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"13","entertainment","Like being in limelight so I create controversy, jokes Swara","Following the row over actress Swara Bhasker's open letter opposing the alleged glorification of the practice of jauhar in 'Padmaavat', she jokingly tweeted, ""I like being in the limelight, hence I create controversy."" In the open letter which  Swara addressed to 'Padmaavat' director Sanjay Leela Bhansali, she wrote that she felt ""reduced to a vagina"" after watching the film.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517327792254_137.jpg?resize=400px:*","http://www.ibtimes.co.in/swara-bhaskar-confesses-i-like-being-limelight-hence-i-create-controversy-was-this-joke-758846?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"14","entertainment","We fought for our love: Jay Z after cheating on wife Beyoncé","Rapper Jay Z, while speaking about mending his marriage with Beyoncé after cheating on her, said, ""We chose to fight for our love... to give our kids a different outcome."" ""You can either address it, or you can pretend until it blows up at some point,"" he added. Jay Z further said changed behaviour is the best apology for infidelity.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517373357868_492.jpg?resize=400px:*","https://www.pinkvilla.com/entertainment/news/jay-z-says-changed-behaviour-best-apology-infidelity-396927?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"15","entertainment","Disha to recreate Madhuri's 'Ek Do Teen' in Baaghi 2: Report","According to reports, actress Disha Patani will star in a recreated version of Madhuri Dixit's song 'Ek Do Teen' from the 1988 film 'Tezaab'. The recreated song will be part of the upcoming film 'Baaghi 2'. Reports added that two other Punjabi songs will also be recreated for the film, which will star Tiger Shroff in the lead role.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517381493525_604.jpg?resize=400px:*","http://www.timesnownews.com/entertainment/news/bollywood-news/article/ek-do-teen-tezaab-song-disha-patani-to-step-into-madhuri-dixits-dancing-shoes-for-tiger-shroff-baaghi-2/194018?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"16","entertainment","Actor found dead ahead of sentencing in child porn case","'Glee' actor Mark Salling has been found dead near his Los Angeles home, ahead of his sentencing in March over possession of child pornography. Mark, who's believed to have committed suicide, pleaded guilty to possessing child abuse images in December. He was to face four to seven years in prison and was ordered to pay each of his victims $50,000.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517378643960_462.jpg?resize=400px:*","http://www.ibtimes.co.in/who-mark-salling-glee-actor-who-pleaded-guilty-child-porn-dead-35-758855?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"17","entertainment","I was vomiting, bleeding during 'Padmaavat' shoot: Ranveer","Talking about the difficult shooting process for Alauddin Khilji's role in 'Padmaavat', actor Ranveer Singh said, ""I found myself on my knees vomiting plenty of times, bleeding."" He added, ""I think it was Day 37, my brain had become mush, my body had become pulp, I didn't know when I was coming and going."" ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517324617811_720.jpg?resize=400px:*","http://www.timesnownews.com/entertainment/news/bollywood-news/article/ranveer-singh-would-collapse-vomit-and-bleed-details-of-his-strenuous-shooting-schedule-for-padmaavat/193913?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"18","entertainment","Rumour of me marrying Vikas is year's biggest joke: Shilpa","Television actress Shilpa Shinde has said that the rumour of her getting married to producer and Bigg Boss 11 co-contestant Vikas Gupta is the ""biggest joke of the year"". ""It was also being said that we are in a relationship which is also not true,"" she added. Shilpa further said she has no plans getting married as of now.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517314110963_459.jpg?resize=400px:*","http://www.spotboye.com/television/television-news/finally-shilpa-shinde-vikas-gupta-open-up-about-their-marriage-whispers/5a6f30f615764de0158cfb9a?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"19","entertainment","Worked for 40 hrs at a stretch while doing TV shows: Ragini","Actress Ragini Khanna has revealed that when she was doing television shows, there were times when she worked for 40 hours at a stretch. ""One day, I realised that I didn't party for seven years; didn't do anything for myself,"" she added. Ragini is known for appearing in TV shows like 'Bhaskar Bharti' and 'Sasural Genda Phool'. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517312664207_586.jpg?resize=400px:*","https://www.hindustantimes.com/tv/ragini-khanna-i-hadn-t-partied-for-seven-years-when-i-was-doing-tv/story-Tik6WzzwnZWcm1zm9meZEN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"20","entertainment","Drank to shoot kissing scene as I recalled Mika's kiss: Rakhi","Rakhi Sawant has revealed that she had to drink half a bottle of alcohol and take 55 retakes while shooting a kissing sequence for a film as she kept thinking of how singer Mika Singh forcibly kissed her. Rakhi added, ""It (felt like) someone is... taking advantage of me."" Mika had forcibly kissed Rakhi during his birthday party in 2006. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517308883235_869.jpg?resize=400px:*","https://www.lehren.com/news/bollywood/gossip/rakhi-sawant-on-kissing-scene-i-was-again-and-again-remembering-mika-singh-20180130?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"21","entertainment","Raghu, Sugandha end their marriage, announce 'divorce goals'","Former Roadies host Raghu Ram announced his divorce with actress-singer Sugandha Garg. He shared a collage featuring one picture from their wedding and another picture after their divorce. Raghu captioned it, ""Some things never change. Like the love I have for you. Like the fun we have always had together. Nothing ends. It changes... the next phase begins. #FriendshipGoals #DivorceGoals.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517317449783_483.jpg?resize=400px:*","https://www.hindustantimes.com/tv/raghu-ram-sugandha-garg-end-their-marriage-announce-their-divorce-goals/story-a4W2mRHKMFIYuKVE9RaavJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"22","entertainment","I am working with Imtiaz but it's not Jab We Met 2: Shahid","Actor Shahid Kapoor has said that he is working with filmmaker Imtiaz Ali while adding that it's not 'Jab We Met 2'. He said this while responding to reports of Kareena and him working together with Imtiaz for 'Jab We Met 2'. Earlier, Shahid and Kareena have also worked together in films like 'Udta Punjab', 'Fida' and 'Chup Chup Ke'. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/30/6g1orduy-1-1517330110385.jpg?resize=400px:*","http://www.koimoi.com/bollywood-interviews/shahid-kapoor-interview-my-next-with-imtiaz-ali-has-nothing-to-do-with-jab-we-met/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"23","entertainment","Don't know what Sidharth is irritated about: PadMan director","Director R Balki, while reacting to Sidharth Malhotra's remark opposing 'Aiyaary' and his directorial PadMan's release date clash, said, ""I don't know what he is so irritated about."" He further said, ""We moved (the film) on humanitarian grounds, and not because we wanted to clash with Aiyaary once again."" Notably, both 'Aiyaary' and 'PadMan' will release on February 9. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517319660101_114.jpg?resize=400px:*","http://www.ibtimes.co.in/padman-director-r-balki-infurated-by-aiyaary-actor-sidharth-malhotras-outrage-box-office-clash-758812?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"24","entertainment","Alia could pass some of the awards my way, jokes Katrina","Katrina Kaif, on being asked what she hates about Alia Bhatt, jokingly said, ""She could possibly be a little more generous and pass some of the critics' appreciation and awards my way rather than taking it all."" She said this on Neha Dhupia's talk show 'BFFs with Vogue'. Katrina had appeared with Alia Bhatt on the show.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517389776926_299.jpg?resize=400px:*","https://www.pinkvilla.com/entertainment/video/katrina-kaif-upset-alia-bhatt-winning-critics-appreciation-and-awards-watch-video-396822?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"25","entertainment","Cheerleaders dance to 'Ghoomar' from Padmaavat at NBA match","A video showing cheerleaders dancing to the song 'Ghoomar' from 'Padmaavat' has been shared online. The cheerleaders performed to the song during an NBA match between Charlotte Hornets and Miami Heat. ""Revisit the mesmerising moment when the sights and sounds of Ghoomar from Padmaavat took over Charlotte!"" wrote the Facebook page of NBA while sharing the video.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/31jan/inshorts_image_1517379149488_408.jpg?resize=400px:*","https://www.youtube.com/watch?v=GSrsnr3gz5Q&t=27s&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","lvleqzc5-1"
"26","entertainment","Padmaavat becomes Shahid's 1st ₹100 cr film in 15 yr career","'Padmaavat' has entered the ₹100 crore club, making it actor Shahid Kapoor's first film to earn ₹100 crore in his 15-year-long Bollywood career. 'Padmaavat' earned ₹114 crore within four days of its official release and a limited paid preview of the film on January 24. Previously, Shahid's highest grossing film was the 2013 film 'R... Rajkumar'.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/28jan/inshorts_image_1517145034504_293.jpg?resize=400px:*","https://twitter.com/taran_adarsh/status/957913145883807745?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"27","entertainment","Deepika becomes Bollywood actress with most ₹100 crore films","'Padmaavat' has become Deepika Padukone's seventh film to gross over ₹100 crore, making her the actress with the highest number of Bollywood films in ₹100 crore club. Two of her other films with director Sanjay Leela Bhansali 'Bajirao Mastani' and 'Goliyon Ki Rasleela Ram-Leela' earned over ₹100 crore. 'Chennai Express' and 'Race 2' are also among her ₹100 crore films.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517234446066_718.jpg?resize=400px:*","https://twitter.com/taran_adarsh/status/957931625035137025?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"28","entertainment","Malaysia bans Padmaavat owing to ""sensitivities of Islam""","Malaysia has banned the release of 'Padmaaavat' in the country as ""the storyline of the film touches on the sensitivities of Islam"". ""That in itself is a matter of grave concern in Malaysia, a Muslim-majority country,"" said Malaysia's National Film Censorship Board (LPF) chairman Mohd Zamberi Abdul Aziz. The film's distributor in Malaysia is expected to appeal against the decision.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517229445178_611.jpg?resize=400px:*","https://www.hindustantimes.com/bollywood/padmaavat-gets-barred-from-release-in-malaysia/story-2GIP4y1JRLDOKm083RiuoK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"29","entertainment","Weinstein forced oral sex on me, masturbated: Rose McGowan","Actress Rose McGowan, while revealing details of Harvey Weinstein's assault on her in her memoir 'Brave', claimed he forced oral sex on her and masturbated. The incident happened at the 1997 Sundance Film Festival when Rose was asked to go to Weinstein's suite for a meeting. Rose added she faked having an orgasm in hopes of quickly ending the encounter.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517299024895_996.jpg?resize=400px:*","http://www.dailymail.co.uk/news/article-5326257/Rose-McGowan-Harvey-Weinstein-forced-oral-sex-masturbated.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"30","entertainment","Sunny Deol's 'tarikh par tarikh' quoted in Economic Survey ","The Economic Survey 2017-18 has quoted Bollywood actor Sunny Deol's dialogue 'tarikh par tarikh' to highlight frequent delays in the judicial process. It also featured a line from a Bollywood song, ""Mere desh ki dharti sona ugle, ugle heerey moti (My country's soil where crops grow like gold, diamonds, and pearls),"" to underline threats to agriculture due to climate change.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517237953468_450.jpg?resize=400px:*","https://www.indiatoday.in/pti-feed/story/bollywoods-famous-dialogues-find-place-in-economic-survey-1156483-2018-01-29?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"31","entertainment","Sidharth apologised generally, I can't accept it: Neetu","Actress Neetu Chandra, while responding to Sidharth Malhotra's apology on Twitter over his remark on Bhojpuri language, said, ""He apologised generally...So I can't acknowledge it."" She added that Sidharth had not tagged her in his tweet. Sidharth had made the remark 'Latrine wali feel aayi bolte hue but accha laga' after delivering a dialogue in Bhojpuri on a reality show.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517285499076_392.jpg?resize=400px:*","http://www.ibtimes.co.in/neetu-chandra-declines-sidharth-malhotras-apology-bhojpuri-row-manoj-bajpayee-tries-bail-him-out-758658?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"32","entertainment","Why were celebrities seen with white roses at Grammys 2018? ","Celebrities including Rihanna, Miley Cyrus, Lady Gaga, Pink and Zayn Malik were seen with white roses at Grammys 2018 to show support for the Time's Up movement, which aims to fight harassment and gender inequality. While some celebrities like Miley and Rihanna were seen holding the roses, others like Zayn, Pink and Anna Kendrick had pinned it to their outfits.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517230421794_219.jpg?resize=400px:*","https://www.indiatoday.in/lifestyle/fashion/photo/why-did-these-celebs-wear-a-white-rose-to-the-grammys-this-year-1156252-2018-01-29?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"33","entertainment","They only remember vagina: Swara on reply to her open letter","Responding to actress Suchitra Krishnamoorthi's reaction to her open letter on 'Padmaavat', actress Swara Bhasker said, ""Funny that in a 2440 word article making fairly comprehensible arguments they only remember the word Vagina!!!"" Swara had earlier written an open letter to director Sanjay Leela Bhansali, saying that after watching the finale of his movie, she felt ""reduced to a vagina"".","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517211049398_787.jpg?resize=400px:*","http://www.timesnownews.com/entertainment/news/bollywood-news/article/padmaavat-row-swara-bhaskar-suchitra-krishnamoorthi-sanjay-leela-bhansali-deepika-padukone/193216?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"34","entertainment","Hillary reads 'Fire and Fury' in Grammys skit to mock Trump","A skit featuring Hillary Clinton and musicians including Snoop Dogg and DJ Khaled reading extracts from the book 'Fire and Fury: Inside the Trump White House' was aired at the Grammy Awards 2018. Slamming Clinton for reading the ""fake news book excerpt"", Trump's son Donald Trump Jr said the act ""seems like a great consolation prize for losing the presidency"". ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517225157073_911.jpg?resize=400px:*","https://www.youtube.com/watch?v=-Tk65hgjTwM&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"35","entertainment","Trailer of Ishaan Khatter's debut film Beyond the Clouds out","The trailer of actor Shahid Kapoor's half-brother Ishaan Khatter upcoming debut film 'Beyond The Clouds' has been released. The film has been directed by Iranian filmmaker Majid Majidi and also stars actress Malavika Mohanan, who is playing Ishaan's sister. 'Beyond The Clouds', which revolves around a brother-sister relationship, is scheduled to release on March 23.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517224477036_387.jpg?resize=400px:*","https://www.youtube.com/watch?v=J-IzGBU344M&feature=youtu.be&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"36","entertainment","66-yr-old Zeenat Aman accuses businessman of molestation","Sixty-six-year-old veteran actress Zeenat Aman has filed a molestation and stalking complaint against a businessman from Mumbai. The police said the two had known each other for a while but Zeenat stopped talking to the man following some issues. However, the businessman, who is absconding now, allegedly kept calling and following her.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517287126469_348.jpg?resize=400px:*","https://www.hindustantimes.com/bollywood/zeenat-aman-files-molestation-complaint-against-mumbai-businessman/story-74olchPUL9VOJIY30szv3I.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"37","entertainment","Bisexuality added a layer to Khilji’s complexity: Ranveer","Ranveer Singh has said that bisexuality added another layer to his character Alauddin Khilji's complex personality in the film 'Padmaavat'. He revealed that he was apprehensive about taking up the role as it was a big risk while adding, ""It was a complete dismantling of a traditional moral compass."" Ranveer further said that in acting, taking big risks defines people.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517225113972_366.jpg?resize=400px:*","https://www.hindustantimes.com/bollywood/padmaavat-bisexuality-added-another-layer-to-khilji-s-complex-personality-says-ranveer-singh/story-e81njvjkYTD7ZK6fBDqBCI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"38","entertainment","Find Swara's open letter on 'Padmaavat' a bit odd: Shahid","Shahid Kapoor has said that he finds Swara Bhasker's open letter on 'Padmaavat' ""a bit odd"". ""I would say this is not the time for all these... We had a tough time in making this film reach the audience,"" he added. However, Shahid further said, ""But everybody has the right to put forward his or her views.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/30jan/inshorts_image_1517281116782_731.jpg?resize=400px:*","https://www.hindustantimes.com/bollywood/shahid-kapoor-on-swara-bhaskar-s-letter-criticising-padmaavat-it-is-not-the-right-time-for-such-things/story-1R4KibQoR5AEfOV2RTFZ3N.html ","sai7j3ia-1"
"39","entertainment","Let 'Padmaavat' breathe now for God's sake: Rohit Shetty","Following Swara Bhasker's open letter to 'Padmaavat' director Sanjay Leela Bhansali, 'Golmaal' series director Rohit Shetty said, ""If we...create problem then what would be the point...Let the film breathe now, for God's sake."" He added, ""After so much troubles...the film has released...let the audience watch it."" Earlier, Swara wrote that she felt ""reduced to a vagina"" after watching 'Padmaavat'.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517242200406_341.jpg?resize=400px:*","http://www.koimoi.com/bollywood-news/rohit-shetty-on-padmaavat-controversy-let-it-run-in-peace/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"40","entertainment","Kerala dance artiste passes away during performance on stage","Ottanthullal artiste Kalamandalam Geethanandan on Sunday passed away during a performance at a temple in Kerala's Irinjalakuda. A video of his last thullal performance, a combination of dance and recital, showing him collapse with folded hands went viral. The 58-year-old artiste, who has performed on over 5,000 stages, was rushed to the hospital but was declared dead on arrival. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517222573505_687.jpg?resize=400px:*","https://www.thenewsminute.com/article/acclaimed-thullal-artist-kalamandalam-geethanandan-passes-away-kerala-75525?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
"41","entertainment","Didn't want to be called part of mahila morcha: Taapsee ","On choosing to do the film 'Judwaa 2' after her film 'Pink', actress Taapsee Pannu said, ""I didn't want to be labelled as part of a mahila morcha...(wanted) to have the option of singing and dancing."" She further said, ""This industry is quick to stereotype. People had started talking about how I was primarily being part of women-centric movies."" ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/29jan/inshorts_image_1517221067365_897.jpg?resize=400px:*","https://www.indiatoday.in/movies/celebrities/story/taapsee-pannu-judwaa-2-women-centric-films-1156308-2018-01-29?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","sai7j3ia-1"
